0.000	14.938	14.953	14.983	36.051	33.664	25.237	12.040	16.270	17.040	26.266
0.004	14.939	14.954	14.984	35.970	33.617	25.241	11.999	16.270	17.039	26.265
0.008	14.941	14.955	14.985	35.953	33.626	25.299	11.974	16.269	17.037	26.265
0.013	14.940	14.953	14.983	35.889	33.605	25.280	11.966	16.268	17.036	26.264
0.017	14.941	14.957	14.986	35.872	33.695	25.295	11.992	16.267	17.035	26.263
0.021	14.941	14.955	14.985	35.945	33.758	25.293	12.017	16.266	17.033	26.263
0.025	14.942	14.956	14.985	35.949	33.743	25.259	12.039	16.265	17.032	26.262
0.029	14.941	14.957	14.987	35.918	33.741	25.284	11.991	16.265	17.031	26.262
0.033	14.939	14.954	14.984	35.902	33.637	25.247	11.934	16.264	17.030	26.261
0.038	14.937	14.953	14.984	35.858	33.579	25.264	11.932	16.263	17.028	26.260
0.042	14.937	14.953	14.985	35.883	33.668	25.340	11.956	16.262	17.027	26.260
0.046	14.939	14.952	14.985	35.913	33.657	25.319	12.011	16.261	17.026	26.259
0.050	14.941	14.956	14.986	35.934	33.719	25.317	12.063	16.261	17.024	26.259
0.054	14.940	14.956	14.987	35.891	33.711	25.308	12.041	16.260	17.023	26.258
0.058	14.938	14.955	14.984	35.865	33.661	25.324	11.968	16.259	17.022	26.257
0.063	14.942	14.956	14.987	35.906	33.676	25.341	11.961	16.258	17.020	26.257
0.067	14.940	14.954	14.984	35.882	33.648	25.302	11.950	16.257	17.019	26.256
0.071	14.941	14.954	14.986	35.924	33.684	25.302	11.957	16.256	17.018	26.256
0.075	14.941	14.956	14.984	35.929	33.694	25.256	12.002	16.256	17.016	26.255
0.079	14.935	14.953	14.981	35.911	33.705	25.273	11.944	16.255	17.015	26.254
0.083	14.937	14.953	14.984	35.927	33.731	25.379	11.902	16.254	17.014	26.254
0.088	14.939	14.952	14.983	35.942	33.710	25.376	11.933	16.256	17.015	26.255
0.092	14.940	14.953	14.983	35.958	33.714	25.383	11.945	16.258	17.017	26.256
0.096	14.942	14.954	14.985	35.980	33.694	25.372	11.995	16.261	17.019	26.257
0.100	14.940	14.954	14.981	35.987	33.693	25.353	12.025	16.263	17.021	26.258
0.104	14.940	14.953	14.984	35.940	33.671	25.366	11.971	16.266	17.022	26.259
0.108	14.940	14.953	14.983	35.935	33.599	25.354	11.933	16.268	17.024	26.260
0.113	14.939	14.952	14.982	35.891	33.578	25.331	11.921	16.271	17.026	26.261
