0.000	14.868	14.901	14.937	41.290	36.575	24.266	16.168	9.280	10.577	13.751
0.004	14.866	14.903	14.936	41.280	36.583	24.255	16.183	9.283	10.573	13.750
0.008	14.868	14.901	14.938	41.281	36.566	24.251	16.205	9.286	10.568	13.749
0.013	14.867	14.903	14.937	41.275	36.541	24.247	16.216	9.289	10.564	13.747
0.017	14.869	14.901	14.937	41.278	36.500	24.246	16.182	9.292	10.559	13.746
0.021	14.867	14.903	14.937	41.273	36.476	24.240	16.194	9.295	10.554	13.745
0.025	14.869	14.901	14.938	41.277	36.531	24.267	16.203	9.298	10.550	13.743
0.029	14.868	14.903	14.937	41.324	36.600	24.271	16.209	9.301	10.545	13.742
0.033	14.869	14.901	14.938	41.333	36.640	24.284	16.218	9.303	10.541	13.741
0.038	14.867	14.903	14.938	41.338	36.692	24.273	16.207	9.306	10.536	13.740
0.042	14.869	14.901	14.937	41.343	36.680	24.277	16.203	9.309	10.532	13.738
0.046	14.867	14.902	14.937	41.336	36.673	24.273	16.207	9.312	10.527	13.737
0.050	14.868	14.901	14.937	41.341	36.645	24.267	16.222	9.315	10.522	13.736
0.054	14.868	14.903	14.937	41.319	36.629	24.275	16.204	9.318	10.518	13.735
0.058	14.869	14.901	14.937	41.304	36.562	24.251	16.177	9.321	10.513	13.733
0.063	14.868	14.902	14.937	41.245	36.513	24.255	16.153	9.324	10.509	13.732
0.067	14.869	14.901	14.938	41.243	36.484	24.265	16.133	9.327	10.504	13.731
0.071	14.868	14.903	14.937	41.267	36.474	24.263	16.153	9.330	10.500	13.730
0.075	14.870	14.901	14.939	41.281	36.492	24.279	16.172	9.332	10.495	13.728
0.079	14.869	14.904	14.939	41.297	36.531	24.278	16.171	9.335	10.490	13.727
0.083	14.871	14.902	14.939	41.313	36.544	24.272	16.199	9.338	10.486	13.726
0.088	14.870	14.904	14.939	41.295	36.553	24.265	16.197	9.339	10.483	13.726
0.092	14.871	14.903	14.939	41.280	36.518	24.259	16.155	9.340	10.480	13.727
0.096	14.870	14.904	14.939	41.255	36.499	24.254	16.143	9.341	10.477	13.728
