2880.000	3.484	1.977	2.138	1.977	Inf	3.378	1.883	2.101	1.883	Inf	126.279	126.047	176.102	175.713	0.193	0.196	-0.009	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-61.218	117.383
2881.000	3.679	1.844	2.218	1.844	Inf	3.508	1.766	2.192	1.766	Inf	126.267	125.997	176.024	175.700	0.160	0.163	-0.007	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	100.064	41.229
2882.000	3.834	1.670	2.338	1.670	Inf	3.702	1.595	2.326	1.595	Inf	126.194	125.952	175.985	175.597	0.181	0.207	0.004	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	90.639	47.040
2883.000	3.536	1.909	2.159	1.909	Inf	3.430	1.817	2.139	1.817	Inf	126.230	126.009	176.011	175.726	0.139	0.146	0.026	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-46.359	110.390
2884.000	3.497	1.980	2.113	1.980	Inf	3.378	1.897	2.097	1.897	Inf	126.303	126.053	176.076	175.713	0.184	0.179	-0.030	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	10.056	85.668
2885.000	3.368	2.087	2.046	2.087	Inf	3.300	2.011	2.003	2.011	Inf	126.335	126.099	176.102	175.778	0.142	0.182	0.015	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-16.301	97.032
2886.000	3.614	2.073	2.123	2.073	Inf	3.520	2.012	2.160	2.012	Inf	126.290	126.040	176.102	175.571	0.243	0.288	0.015	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	14.115	83.912
2887.000	3.730	1.849	2.265	1.849	Inf	3.702	1.801	2.255	1.801	Inf	126.297	126.026	176.011	175.610	0.174	0.227	-0.009	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-70.707	122.094
2888.000	4.041	1.661	2.411	1.661	Inf	3.883	1.612	2.393	1.612	Inf	126.281	126.012	176.011	175.584	0.202	0.226	0.005	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-5.673	92.443
2889.000	3.976	1.714	2.459	1.714	Inf	3.844	1.660	2.443	1.660	Inf	126.318	125.984	176.011	175.454	0.288	0.268	-0.002	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-31.761	103.812
2890.000	4.041	1.659	2.419	1.659	Inf	3.779	1.616	2.377	1.616	Inf	126.292	125.967	175.985	175.441	0.259	0.285	0.003	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-72.193	122.869
2891.000	3.588	2.073	2.184	2.073	Inf	3.456	1.993	2.168	1.993	Inf	126.373	126.007	176.037	175.480	0.283	0.274	-0.001	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	40.786	72.150
2892.000	3.795	1.913	2.253	1.913	Inf	3.663	1.866	2.240	1.866	Inf	126.355	125.990	176.063	175.454	0.298	0.311	0.003	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-80.156	127.048
2893.000	3.847	1.894	2.293	1.894	Inf	3.650	1.826	2.258	1.826	Inf	126.344	126.057	176.050	175.623	0.232	0.195	-0.022	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	64.672	60.932
2894.000	3.976	1.598	2.364	1.598	Inf	3.805	1.555	2.340	1.555	Inf	126.290	126.045	175.972	175.661	0.157	0.154	0.004	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	129.893	12.604
2895.000	4.041	1.652	2.402	1.652	Inf	3.909	1.617	2.367	1.617	Inf	126.294	126.046	175.972	175.584	0.173	0.216	0.003	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	120.107	25.529
2896.000	4.158	1.299	2.521	1.299	Inf	4.181	1.285	2.512	1.285	Inf	126.307	126.048	175.985	175.648	0.165	0.172	0.026	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-39.713	107.359
2897.000	4.248	1.298	2.530	1.298	Inf	4.168	1.265	2.489	1.265	Inf	126.317	126.070	175.985	175.687	0.149	0.149	-0.029	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	18.398	82.056
2898.000	4.054	1.528	2.421	1.528	Inf	3.935	1.515	2.410	1.515	Inf	126.307	126.053	175.972	175.623	0.150	0.199	0.012	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	112.688	32.158
2899.000	4.080	1.598	2.378	1.598	Inf	3.831	1.559	2.360	1.559	Inf	126.318	126.030	176.011	175.493	0.228	0.290	0.011	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	9.875	85.745
2900.000	4.158	1.440	2.513	1.440	Inf	4.064	1.422	2.507	1.422	Inf	126.252	125.987	175.959	175.389	0.201	0.369	0.010	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-81.404	127.725
2901.000	4.080	1.358	2.513	1.358	Inf	4.077	1.328	2.486	1.328	Inf	126.277	126.003	175.972	175.571	0.179	0.222	-0.028	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-20.429	98.832
2902.000	4.546	0.928	2.743	0.928	Inf	4.349	0.910	2.708	0.910	Inf	126.239	125.900	175.882	175.415	0.223	0.243	0.012	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-2.141	90.923
2903.000	4.546	0.763	2.816	0.763	Inf	4.918	0.776	3.058	0.776	Inf	126.172	125.867	175.817	175.325	0.210	0.282	0.003	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-1.416	90.611
2904.000	4.559	0.659	2.775	0.659	Inf	4.776	0.689	3.022	0.689	Inf	126.176	125.882	175.817	175.376	0.200	0.240	-0.006	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	2.666	88.851
2905.000	4.495	0.847	2.730	0.847	Inf	4.414	0.842	2.750	0.842	Inf	126.219	125.915	175.920	175.454	0.230	0.236	0.011	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-8.613	93.714
2906.000	4.339	1.073	2.628	1.073	Inf	4.193	1.048	2.624	1.048	Inf	126.277	125.946	176.024	175.389	0.287	0.348	0.012	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	64.604	60.938
2907.000	4.171	1.300	2.540	1.300	Inf	4.103	1.275	2.514	1.275	Inf	126.313	125.998	176.037	175.584	0.224	0.229	-0.020	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-85.563	130.022
2908.000	3.951	1.555	2.401	1.555	Inf	3.883	1.505	2.384	1.505	Inf	126.324	126.047	176.102	175.674	0.219	0.208	-0.007	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	102.609	39.565
2909.000	4.080	1.502	2.427	1.502	Inf	3.896	1.452	2.408	1.452	Inf	126.364	126.079	176.141	175.661	0.218	0.262	0.010	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	128.848	14.582
2910.000	4.028	1.515	2.418	1.515	Inf	3.896	1.467	2.398	1.467	Inf	126.407	126.032	176.166	175.726	0.189	0.252	0.019	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-4.500	91.938
2911.000	4.106	1.543	2.429	1.543	Inf	3.961	1.474	2.383	1.474	Inf	126.335	126.059	176.192	175.726	0.206	0.261	0.004	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-123.972	158.640
2912.000	3.860	1.809	2.248	1.809	Inf	3.637	1.737	2.242	1.737	Inf	126.314	126.060	176.270	175.856	0.223	0.191	-0.002	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-114.274	149.143
2913.000	3.679	2.002	2.156	2.002	Inf	3.482	1.917	2.122	1.917	Inf	126.278	125.963	176.128	175.635	0.206	0.286	-0.025	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	33.667	75.339
2914.000	3.847	1.863	2.274	1.863	Inf	3.753	1.809	2.256	1.809	Inf	126.142	125.894	175.998	175.584	0.179	0.235	0.022	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-8.711	93.757
2915.000	3.938	1.703	2.355	1.703	Inf	3.831	1.641	2.319	1.641	Inf	126.124	125.869	176.024	175.635	0.217	0.172	0.003	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-87.824	131.357
2916.000	4.054	1.488	2.438	1.488	Inf	3.961	1.449	2.389	1.449	Inf	126.129	125.857	176.063	175.661	0.220	0.182	-0.020	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-10.267	94.431
2917.000	4.210	1.588	2.454	1.588	Inf	3.961	1.527	2.425	1.527	Inf	126.166	125.896	176.076	175.623	0.204	0.249	-0.002	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	128.948	14.083
2918.000	4.132	1.586	2.421	1.586	Inf	4.038	1.547	2.405	1.547	Inf	126.239	125.918	176.192	175.610	0.279	0.304	0.011	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	121.196	24.289
2919.000	4.106	1.556	2.430	1.556	Inf	4.090	1.517	2.402	1.517	Inf	126.219	125.942	176.166	175.713	0.257	0.197	0.016	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-17.122	97.397
2920.000	4.158	1.481	2.534	1.481	Inf	4.142	1.451	2.483	1.451	Inf	126.247	125.950	176.102	175.661	0.176	0.264	0.005	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-102.280	140.266
2921.000	4.235	1.399	2.473	1.399	Inf	4.012	1.350	2.441	1.350	Inf	126.299	125.991	176.179	175.687	0.208	0.284	-0.027	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-11.505	94.961
2922.000	4.067	1.530	2.464	1.530	Inf	3.883	1.495	2.391	1.495	Inf	126.327	126.049	176.257	175.869	0.175	0.214	0.003	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	132.078	7.123
2923.000	3.989	1.529	2.411	1.529	Inf	3.870	1.487	2.393	1.487	Inf	126.333	126.053	176.296	175.907	0.184	0.204	0.017	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	57.559	64.379
2924.000	4.015	1.523	2.422	1.523	Inf	3.883	1.484	2.411	1.484	Inf	126.332	126.058	176.283	175.882	0.180	0.222	0.012	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-81.637	127.827
2925.000	4.041	1.494	2.432	1.494	Inf	3.896	1.448	2.413	1.448	Inf	126.358	126.065	176.283	175.907	0.179	0.196	-0.009	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-120.547	154.896
2926.000	4.002	1.669	2.411	1.669	Inf	3.961	1.615	2.415	1.615	Inf	126.348	125.997	176.257	175.752	0.225	0.280	-0.000	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-23.408	100.133
2927.000	3.847	1.744	2.293	1.744	Inf	4.155	1.673	2.322	1.673	Inf	126.327	126.010	176.218	175.053	0.198	0.967	0.007	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-83.410	128.817
2928.000	4.132	1.429	2.506	1.429	Inf	3.973	1.396	2.480	1.396	Inf	126.293	125.990	176.154	175.092	0.171	0.891	-0.024	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-35.427	105.443
2929.000	4.261	1.328	2.522	1.328	Inf	4.051	1.299	2.491	1.299	Inf	126.284	126.011	176.192	175.817	0.185	0.191	0.022	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	84.134	50.782
2930.000	4.015	1.596	2.376	1.596	Inf	4.012	1.546	2.403	1.546	Inf	126.314	126.004	176.218	174.496	0.206	1.517	0.008	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-90.677	132.959
2931.000	3.873	1.768	2.306	1.768	Inf	3.728	1.695	2.281	1.695	Inf	126.298	126.015	176.257	175.739	0.236	0.282	-0.007	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-77.594	125.669
2932.000	3.691	1.849	2.223	1.849	Inf	3.611	1.789	2.194	1.789	Inf	126.275	126.017	176.218	175.817	0.183	0.219	-0.020	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	54.471	65.837
2933.000	3.640	1.894	2.212	1.894	Inf	3.689	1.839	2.188	1.839	Inf	126.331	126.053	176.244	174.548	0.181	1.516	0.014	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	78.203	54.020
2934.000	3.704	1.862	2.263	1.862	Inf	3.702	1.798	2.221	1.798	Inf	126.329	126.074	176.218	175.843	0.147	0.229	0.017	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-79.779	126.816
2935.000	3.691	1.884	2.252	1.884	Inf	3.637	1.833	2.197	1.833	Inf	126.339	126.082	176.283	175.920	0.178	0.185	-0.017	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-73.697	123.610
2936.000	3.536	2.020	2.108	2.020	Inf	3.430	1.965	2.074	1.965	Inf	126.322	126.069	176.231	175.856	0.164	0.211	0.006	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	64.555	60.993
2937.000	3.601	1.958	2.154	1.958	Inf	3.598	1.914	2.128	1.914	Inf	126.246	126.007	176.192	175.804	0.181	0.208	0.003	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-81.679	127.868
2938.000	3.627	1.947	2.198	1.947	Inf	3.559	1.897	2.149	1.897	Inf	126.276	126.013	176.218	175.791	0.206	0.222	-0.019	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	64.694	60.910
2939.000	3.666	1.958	2.177	1.958	Inf	3.585	1.912	2.156	1.912	Inf	126.304	126.059	176.205	175.765	0.171	0.269	0.031	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-25.934	101.234
2940.000	3.808	1.831	2.244	1.831	Inf	3.715	1.780	2.244	1.780	Inf	126.302	125.973	176.179	175.610	0.264	0.306	-0.007	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-86.643	130.642
2941.000	3.834	1.753	2.283	1.753	Inf	4.012	1.711	2.264	1.711	Inf	126.346	126.063	176.076	175.687	0.178	0.211	-0.009	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	8.522	86.330
2942.000	4.119	1.428	2.518	1.428	Inf	4.116	1.415	2.532	1.415	Inf	126.348	126.064	176.063	175.674	0.187	0.202	0.019	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-30.925	103.433
2943.000	4.585	1.191	2.680	1.191	Inf	4.349	1.190	2.633	1.190	Inf	126.341	126.049	176.037	175.584	0.196	0.258	-0.029	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-8.475	93.651
2944.000	4.430	1.027	2.650	1.027	Inf	4.297	1.023	2.708	1.023	Inf	126.370	126.058	176.128	175.571	0.275	0.282	0.009	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	-54.388	114.116
2945.000	4.443	1.000	2.648	1.000	Inf	4.219	1.011	2.634	1.011	Inf	126.405	126.101	176.128	175.700	0.225	0.203	0.022	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	41.299	71.932
2946.000	4.300	1.350	2.599	1.350	Inf	4.064	1.335	2.585	1.335	Inf	126.473	126.162	176.231	175.752	0.237	0.243	-0.027	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	2.701	88.838
2947.000	4.015	1.763	2.336	1.763	Inf	3.792	1.717	2.318	1.717	Inf	126.482	126.204	176.322	175.817	0.266	0.239	0.009	1.100	1.056	1.688	1.576	0.067	0.045	-0.001	57.121	64.620
