0.000	15.064	15.010	15.044	26.690	29.696	34.465	22.333	20.624	14.372	13.475
0.004	15.065	15.009	15.044	26.704	29.709	34.458	22.323	20.624	14.372	13.476
0.008	15.064	15.010	15.044	26.699	29.706	34.481	22.333	20.624	14.373	13.477
0.013	15.065	15.009	15.045	26.702	29.691	34.488	22.338	20.624	14.373	13.478
0.017	15.064	15.010	15.044	26.709	29.696	34.485	22.343	20.625	14.373	13.479
0.021	15.064	15.009	15.045	26.687	29.687	34.488	22.352	20.625	14.373	13.480
0.025	15.064	15.010	15.044	26.686	29.704	34.463	22.296	20.625	14.373	13.481
0.029	15.065	15.009	15.045	26.690	29.686	34.470	22.301	20.625	14.374	13.483
0.033	15.064	15.011	15.045	26.690	29.683	34.445	22.298	20.625	14.374	13.484
0.038	15.066	15.009	15.046	26.684	29.675	34.433	22.292	20.626	14.374	13.485
0.042	15.065	15.010	15.044	26.689	29.678	34.437	22.294	20.626	14.374	13.486
0.046	15.065	15.009	15.045	26.658	29.660	34.440	22.305	20.626	14.375	13.487
0.050	15.065	15.010	15.044	26.663	29.647	34.434	22.324	20.626	14.375	13.488
0.054	15.065	15.009	15.044	26.662	29.652	34.428	22.330	20.626	14.375	13.489
0.058	15.065	15.011	15.044	26.646	29.649	34.409	22.322	20.627	14.375	13.491
0.063	15.065	15.009	15.044	26.646	29.641	34.414	22.319	20.627	14.375	13.492
0.067	15.064	15.011	15.045	26.642	29.636	34.403	22.285	20.627	14.376	13.493
0.071	15.065	15.010	15.045	26.651	29.639	34.408	22.284	20.627	14.376	13.494
0.075	15.064	15.010	15.044	26.650	29.624	34.408	22.309	20.627	14.376	13.495
0.079	15.065	15.009	15.045	26.656	29.655	34.396	22.289	20.628	14.376	13.496
0.083	15.064	15.010	15.044	26.662	29.661	34.383	22.260	20.628	14.376	13.497
0.088	15.065	15.009	15.044	26.675	29.661	34.383	22.258	20.629	14.376	13.497
0.092	15.064	15.010	15.044	26.681	29.668	34.362	22.244	20.630	14.376	13.497
0.096	15.065	15.009	15.044	26.675	29.658	34.359	22.243	20.631	14.376	13.497
0.100	15.065	15.010	15.044	26.686	29.682	34.354	22.199	20.632	14.376	13.497
0.104	15.065	15.010	15.044	26.679	29.649	34.361	22.215	20.633	14.376	13.496
0.108	15.065	15.010	15.044	26.684	29.652	34.371	22.239	20.634	14.376	13.496
0.113	15.065	15.009	15.045	26.683	29.656	34.370	22.248	20.635	14.376	13.496
0.117	15.064	15.010	15.044	26.678	29.661	34.379	22.264	20.636	14.376	13.495
0.121	15.065	15.009	15.045	26.682	29.663	34.382	22.267	20.638	14.376	13.495
0.125	15.065	15.010	15.044	26.682	29.672	34.376	22.251	20.639	14.376	13.495
0.129	15.066	15.010	15.044	26.692	29.674	34.378	22.256	20.640	14.376	13.495
0.133	15.066	15.011	15.044	26.679	29.666	34.371	22.258	20.641	14.376	13.494
0.138	15.066	15.010	15.044	26.669	29.679	34.382	22.253	20.642	14.376	13.494
0.142	15.065	15.011	15.045	26.664	29.669	34.393	22.242	20.643	14.375	13.494
0.146	15.066	15.010	15.045	26.693	29.676	34.385	22.232	20.644	14.375	13.494
