,IEEE,00137A000001276C
,EP,01
,DeviceName,Z311G 1-3
,BeginTime,2014-10-01
,EndTime,2014-10-01

IEEE,EP,Intime,Lux
00137A000001276C,01,"10/1/2014 7:35:39 AM",351
00137A000001276C,01,"10/1/2014 7:36:39 AM",351
00137A000001276C,01,"10/1/2014 7:36:39 AM",351
00137A000001276C,01,"10/1/2014 7:37:37 AM",351
00137A000001276C,01,"10/1/2014 7:38:36 AM",352
00137A000001276C,01,"10/1/2014 7:39:35 AM",352
00137A000001276C,01,"10/1/2014 7:40:34 AM",352
00137A000001276C,01,"10/1/2014 7:41:33 AM",352
00137A000001276C,01,"10/1/2014 7:42:32 AM",352
00137A000001276C,01,"10/1/2014 7:44:30 AM",355
00137A000001276C,01,"10/1/2014 7:45:29 AM",353
00137A000001276C,01,"10/1/2014 7:46:28 AM",353
00137A000001276C,01,"10/1/2014 7:47:27 AM",353
00137A000001276C,01,"10/1/2014 7:48:26 AM",355
00137A000001276C,01,"10/1/2014 7:49:25 AM",355
00137A000001276C,01,"10/1/2014 7:50:24 AM",355
00137A000001276C,01,"10/1/2014 7:51:23 AM",356
00137A000001276C,01,"10/1/2014 7:52:22 AM",357
00137A000001276C,01,"10/1/2014 7:53:21 AM",357
00137A000001276C,01,"10/1/2014 7:54:20 AM",360
00137A000001276C,01,"10/1/2014 7:55:19 AM",361
00137A000001276C,01,"10/1/2014 7:56:18 AM",361
00137A000001276C,01,"10/1/2014 7:57:17 AM",362
00137A000001276C,01,"10/1/2014 7:58:16 AM",362
00137A000001276C,01,"10/1/2014 7:59:15 AM",362
00137A000001276C,01,"10/1/2014 7:59:15 AM",362
00137A000001276C,01,"10/1/2014 8:00:14 AM",362
00137A000001276C,01,"10/1/2014 8:01:13 AM",362
00137A000001276C,01,"10/1/2014 8:02:12 AM",365
00137A000001276C,01,"10/1/2014 8:03:11 AM",366
00137A000001276C,01,"10/1/2014 8:04:10 AM",369
00137A000001276C,01,"10/1/2014 8:05:09 AM",371
00137A000001276C,01,"10/1/2014 8:06:08 AM",371
00137A000001276C,01,"10/1/2014 8:07:07 AM",370
00137A000001276C,01,"10/1/2014 8:08:06 AM",370
00137A000001276C,01,"10/1/2014 8:09:05 AM",370
00137A000001276C,01,"10/1/2014 8:10:04 AM",368
00137A000001276C,01,"10/1/2014 8:11:03 AM",366
00137A000001276C,01,"10/1/2014 8:12:02 AM",365
00137A000001276C,01,"10/1/2014 8:13:01 AM",369
00137A000001276C,01,"10/1/2014 8:14:00 AM",369
00137A000001276C,01,"10/1/2014 8:14:59 AM",368
00137A000001276C,01,"10/1/2014 8:15:58 AM",368
00137A000001276C,01,"10/1/2014 8:16:57 AM",371
00137A000001276C,01,"10/1/2014 8:17:56 AM",373
00137A000001276C,01,"10/1/2014 8:18:55 AM",375
00137A000001276C,01,"10/1/2014 8:19:54 AM",375
00137A000001276C,01,"10/1/2014 8:20:53 AM",377
00137A000001276C,01,"10/1/2014 8:21:52 AM",378
00137A000001276C,01,"10/1/2014 8:22:51 AM",379
00137A000001276C,01,"10/1/2014 8:23:50 AM",379
00137A000001276C,01,"10/1/2014 8:24:49 AM",377
00137A000001276C,01,"10/1/2014 8:25:48 AM",378
00137A000001276C,01,"10/1/2014 8:26:47 AM",379
00137A000001276C,01,"10/1/2014 8:27:46 AM",380
00137A000001276C,01,"10/1/2014 8:28:45 AM",380
00137A000001276C,01,"10/1/2014 8:29:44 AM",379
00137A000001276C,01,"10/1/2014 8:30:43 AM",379
00137A000001276C,01,"10/1/2014 8:31:42 AM",379
00137A000001276C,01,"10/1/2014 8:33:40 AM",380
00137A000001276C,01,"10/1/2014 8:34:39 AM",382
00137A000001276C,01,"10/1/2014 8:35:38 AM",383
00137A000001276C,01,"10/1/2014 8:36:37 AM",383
00137A000001276C,01,"10/1/2014 8:37:36 AM",384
00137A000001276C,01,"10/1/2014 8:38:35 AM",388
00137A000001276C,01,"10/1/2014 8:39:34 AM",388
00137A000001276C,01,"10/1/2014 8:40:33 AM",392
00137A000001276C,01,"10/1/2014 8:41:32 AM",395
00137A000001276C,01,"10/1/2014 8:42:31 AM",395
00137A000001276C,01,"10/1/2014 8:43:30 AM",396
00137A000001276C,01,"10/1/2014 8:44:29 AM",398
00137A000001276C,01,"10/1/2014 8:45:28 AM",396
00137A000001276C,01,"10/1/2014 8:46:27 AM",391
00137A000001276C,01,"10/1/2014 8:47:26 AM",391
00137A000001276C,01,"10/1/2014 8:48:16 AM",396
00137A000001276C,01,"10/1/2014 8:49:15 AM",400
00137A000001276C,01,"10/1/2014 8:50:14 AM",401
00137A000001276C,01,"10/1/2014 8:51:13 AM",402
00137A000001276C,01,"10/1/2014 8:52:12 AM",405
00137A000001276C,01,"10/1/2014 8:53:11 AM",409
00137A000001276C,01,"10/1/2014 8:54:10 AM",410
00137A000001276C,01,"10/1/2014 8:55:09 AM",414
00137A000001276C,01,"10/1/2014 8:56:08 AM",410
00137A000001276C,01,"10/1/2014 8:56:08 AM",410
00137A000001276C,01,"10/1/2014 8:56:57 AM",415
00137A000001276C,01,"10/1/2014 8:57:28 AM",422
00137A000001276C,01,"10/1/2014 8:57:48 AM",428
00137A000001276C,01,"10/1/2014 8:57:58 AM",420
00137A000001276C,01,"10/1/2014 8:58:07 AM",425
00137A000001276C,01,"10/1/2014 8:58:28 AM",432
00137A000001276C,01,"10/1/2014 8:59:26 AM",427
00137A000001276C,01,"10/1/2014 9:00:17 AM",422
00137A000001276C,01,"10/1/2014 9:00:47 AM",427
00137A000001276C,01,"10/1/2014 9:01:07 AM",433
00137A000001276C,01,"10/1/2014 9:01:37 AM",422
00137A000001276C,01,"10/1/2014 9:02:26 AM",427
00137A000001276C,01,"10/1/2014 9:03:27 AM",423
00137A000001276C,01,"10/1/2014 9:03:57 AM",428
00137A000001276C,01,"10/1/2014 9:04:36 AM",433
00137A000001276C,01,"10/1/2014 9:05:06 AM",423
00137A000001276C,01,"10/1/2014 9:05:26 AM",433
00137A000001276C,01,"10/1/2014 9:05:26 AM",433
00137A000001276C,01,"10/1/2014 9:05:56 AM",428
00137A000001276C,01,"10/1/2014 9:06:06 AM",438
00137A000001276C,01,"10/1/2014 9:06:17 AM",423
00137A000001276C,01,"10/1/2014 9:06:17 AM",423
00137A000001276C,01,"10/1/2014 9:06:37 AM",418
00137A000001276C,01,"10/1/2014 9:07:07 AM",428
00137A000001276C,01,"10/1/2014 9:07:16 AM",436
00137A000001276C,01,"10/1/2014 9:07:57 AM",431
00137A000001276C,01,"10/1/2014 9:08:27 AM",441
00137A000001276C,01,"10/1/2014 9:08:36 AM",433
00137A000001276C,01,"10/1/2014 9:08:56 AM",442
00137A000001276C,01,"10/1/2014 9:09:07 AM",458
00137A000001276C,01,"10/1/2014 9:09:16 AM",438
00137A000001276C,01,"10/1/2014 9:09:26 AM",428
00137A000001276C,01,"10/1/2014 9:10:25 AM",434
00137A000001276C,01,"10/1/2014 9:11:24 AM",441
00137A000001276C,01,"10/1/2014 9:11:44 AM",447
00137A000001276C,01,"10/1/2014 9:11:54 AM",454
00137A000001276C,01,"10/1/2014 9:12:14 AM",476
00137A000001276C,01,"10/1/2014 9:12:25 AM",450
00137A000001276C,01,"10/1/2014 9:12:34 AM",442
00137A000001276C,01,"10/1/2014 9:12:54 AM",432
00137A000001276C,01,"10/1/2014 9:13:14 AM",441
00137A000001276C,01,"10/1/2014 9:13:45 AM",455
00137A000001276C,01,"10/1/2014 9:15:24 AM",425
00137A000001276C,01,"10/1/2014 9:16:24 AM",424
00137A000001276C,01,"10/1/2014 9:17:03 AM",429
00137A000001276C,01,"10/1/2014 9:17:43 AM",436
00137A000001276C,01,"10/1/2014 9:18:43 AM",455
00137A000001276C,01,"10/1/2014 9:18:53 AM",447
00137A000001276C,01,"10/1/2014 9:19:03 AM",440
00137A000001276C,01,"10/1/2014 9:19:03 AM",440
00137A000001276C,01,"10/1/2014 9:19:13 AM",434
00137A000001276C,01,"10/1/2014 9:19:33 AM",429
00137A000001276C,01,"10/1/2014 9:19:33 AM",429
00137A000001276C,01,"10/1/2014 9:20:13 AM",442
00137A000001276C,01,"10/1/2014 9:20:43 AM",428
00137A000001276C,01,"10/1/2014 9:21:03 AM",423
00137A000001276C,01,"10/1/2014 9:22:02 AM",423
00137A000001276C,01,"10/1/2014 9:22:32 AM",432
00137A000001276C,01,"10/1/2014 9:23:22 AM",451
00137A000001276C,01,"10/1/2014 9:24:41 AM",429
00137A000001276C,01,"10/1/2014 9:24:51 AM",443
00137A000001276C,01,"10/1/2014 9:25:01 AM",431
00137A000001276C,01,"10/1/2014 9:25:21 AM",436
00137A000001276C,01,"10/1/2014 9:25:41 AM",445
00137A000001276C,01,"10/1/2014 9:25:51 AM",451
00137A000001276C,01,"10/1/2014 9:26:01 AM",481
00137A000001276C,01,"10/1/2014 9:26:11 AM",488
00137A000001276C,01,"10/1/2014 9:26:21 AM",449
00137A000001276C,01,"10/1/2014 9:27:01 AM",449
00137A000001276C,01,"10/1/2014 9:27:51 AM",440
00137A000001276C,01,"10/1/2014 9:28:50 AM",449
00137A000001276C,01,"10/1/2014 9:29:00 AM",456
00137A000001276C,01,"10/1/2014 9:29:10 AM",469
00137A000001276C,01,"10/1/2014 9:29:20 AM",507
00137A000001276C,01,"10/1/2014 9:29:30 AM",477
00137A000001276C,01,"10/1/2014 9:29:40 AM",425
00137A000001276C,01,"10/1/2014 9:29:50 AM",470
00137A000001276C,01,"10/1/2014 9:30:00 AM",507
00137A000001276C,01,"10/1/2014 9:30:10 AM",455
00137A000001276C,01,"10/1/2014 9:30:20 AM",402
00137A000001276C,01,"10/1/2014 9:30:50 AM",436
00137A000001276C,01,"10/1/2014 9:31:00 AM",469
00137A000001276C,01,"10/1/2014 9:31:10 AM",655
00137A000001276C,01,"10/1/2014 9:31:20 AM",613
00137A000001276C,01,"10/1/2014 9:31:40 AM",609
00137A000001276C,01,"10/1/2014 9:31:50 AM",512
00137A000001276C,01,"10/1/2014 9:32:00 AM",575
00137A000001276C,01,"10/1/2014 9:32:20 AM",482
00137A000001276C,01,"10/1/2014 9:32:50 AM",428
00137A000001276C,01,"10/1/2014 9:33:10 AM",467
00137A000001276C,01,"10/1/2014 9:33:20 AM",547
00137A000001276C,01,"10/1/2014 9:33:30 AM",585
00137A000001276C,01,"10/1/2014 9:33:40 AM",548
00137A000001276C,01,"10/1/2014 9:33:50 AM",519
00137A000001276C,01,"10/1/2014 9:34:00 AM",503
00137A000001276C,01,"10/1/2014 9:34:10 AM",405
00137A000001276C,01,"10/1/2014 9:34:20 AM",440
00137A000001276C,01,"10/1/2014 9:34:30 AM",512
00137A000001276C,01,"10/1/2014 9:34:40 AM",496
00137A000001276C,01,"10/1/2014 9:35:00 AM",366
00137A000001276C,01,"10/1/2014 9:35:10 AM",425
00137A000001276C,01,"10/1/2014 9:35:20 AM",456
00137A000001276C,01,"10/1/2014 9:35:50 AM",450
00137A000001276C,01,"10/1/2014 9:36:00 AM",503
00137A000001276C,01,"10/1/2014 9:36:10 AM",411
00137A000001276C,01,"10/1/2014 9:36:20 AM",447
00137A000001276C,01,"10/1/2014 9:36:20 AM",447
00137A000001276C,01,"10/1/2014 9:36:30 AM",659
00137A000001276C,01,"10/1/2014 9:36:40 AM",558
00137A000001276C,01,"10/1/2014 9:36:50 AM",585
00137A000001276C,01,"10/1/2014 9:37:00 AM",627
00137A000001276C,01,"10/1/2014 9:37:10 AM",337
00137A000001276C,01,"10/1/2014 9:37:30 AM",438
00137A000001276C,01,"10/1/2014 9:38:10 AM",460
00137A000001276C,01,"10/1/2014 9:38:30 AM",651
00137A000001276C,01,"10/1/2014 9:38:40 AM",414
00137A000001276C,01,"10/1/2014 9:38:50 AM",407
00137A000001276C,01,"10/1/2014 9:39:00 AM",455
00137A000001276C,01,"10/1/2014 9:39:10 AM",415
00137A000001276C,01,"10/1/2014 9:39:40 AM",420
00137A000001276C,01,"10/1/2014 9:40:00 AM",425
00137A000001276C,01,"10/1/2014 9:40:10 AM",432
00137A000001276C,01,"10/1/2014 9:40:20 AM",441
00137A000001276C,01,"10/1/2014 9:40:50 AM",472
00137A000001276C,01,"10/1/2014 9:41:10 AM",419
00137A000001276C,01,"10/1/2014 9:41:20 AM",431
00137A000001276C,01,"10/1/2014 9:41:30 AM",407
00137A000001276C,01,"10/1/2014 9:41:40 AM",416
00137A000001276C,01,"10/1/2014 9:41:50 AM",411
00137A000001276C,01,"10/1/2014 9:42:00 AM",406
00137A000001276C,01,"10/1/2014 9:42:40 AM",411
00137A000001276C,01,"10/1/2014 9:42:50 AM",424
00137A000001276C,01,"10/1/2014 9:43:00 AM",440
00137A000001276C,01,"10/1/2014 9:43:10 AM",488
00137A000001276C,01,"10/1/2014 9:43:20 AM",563
00137A000001276C,01,"10/1/2014 9:43:30 AM",499
00137A000001276C,01,"10/1/2014 9:43:50 AM",638
00137A000001276C,01,"10/1/2014 9:44:00 AM",603
00137A000001276C,01,"10/1/2014 9:44:10 AM",572
00137A000001276C,01,"10/1/2014 9:44:10 AM",572
00137A000001276C,01,"10/1/2014 9:44:20 AM",391
00137A000001276C,01,"10/1/2014 9:44:30 AM",543
00137A000001276C,01,"10/1/2014 9:44:40 AM",585
00137A000001276C,01,"10/1/2014 9:44:50 AM",404
00137A000001276C,01,"10/1/2014 9:45:00 AM",424
00137A000001276C,01,"10/1/2014 9:45:10 AM",402
00137A000001276C,01,"10/1/2014 9:45:20 AM",454
00137A000001276C,01,"10/1/2014 9:45:30 AM",464
00137A000001276C,01,"10/1/2014 9:46:29 AM",450
00137A000001276C,01,"10/1/2014 9:46:39 AM",436
00137A000001276C,01,"10/1/2014 9:47:19 AM",443
00137A000001276C,01,"10/1/2014 9:47:29 AM",455
00137A000001276C,01,"10/1/2014 9:47:39 AM",577
00137A000001276C,01,"10/1/2014 9:47:49 AM",601
00137A000001276C,01,"10/1/2014 9:47:59 AM",432
00137A000001276C,01,"10/1/2014 9:48:09 AM",517
00137A000001276C,01,"10/1/2014 9:48:09 AM",517
00137A000001276C,01,"10/1/2014 9:48:19 AM",510
00137A000001276C,01,"10/1/2014 9:48:29 AM",391
00137A000001276C,01,"10/1/2014 9:48:39 AM",434
00137A000001276C,01,"10/1/2014 9:48:59 AM",429
00137A000001276C,01,"10/1/2014 9:49:29 AM",434
00137A000001276C,01,"10/1/2014 9:50:09 AM",442
00137A000001276C,01,"10/1/2014 9:50:19 AM",431
00137A000001276C,01,"10/1/2014 9:50:39 AM",442
00137A000001276C,01,"10/1/2014 9:50:49 AM",450
00137A000001276C,01,"10/1/2014 9:50:59 AM",461
00137A000001276C,01,"10/1/2014 9:51:09 AM",401
00137A000001276C,01,"10/1/2014 9:51:39 AM",425
00137A000001276C,01,"10/1/2014 9:51:49 AM",411
00137A000001276C,01,"10/1/2014 9:51:59 AM",450
00137A000001276C,01,"10/1/2014 9:52:09 AM",458
00137A000001276C,01,"10/1/2014 9:52:19 AM",449
00137A000001276C,01,"10/1/2014 9:52:29 AM",440
00137A000001276C,01,"10/1/2014 9:52:39 AM",433
00137A000001276C,01,"10/1/2014 9:52:59 AM",425
00137A000001276C,01,"10/1/2014 9:53:58 AM",431
00137A000001276C,01,"10/1/2014 9:53:58 AM",431
00137A000001276C,01,"10/1/2014 9:54:57 AM",437
00137A000001276C,01,"10/1/2014 9:55:37 AM",451
00137A000001276C,01,"10/1/2014 9:55:47 AM",642
00137A000001276C,01,"10/1/2014 9:55:57 AM",427
00137A000001276C,01,"10/1/2014 9:56:56 AM",433
00137A000001276C,01,"10/1/2014 9:57:16 AM",443
00137A000001276C,01,"10/1/2014 9:58:16 AM",470
00137A000001276C,01,"10/1/2014 9:58:26 AM",521
00137A000001276C,01,"10/1/2014 9:58:36 AM",733
00137A000001276C,01,"10/1/2014 9:58:56 AM",717
00137A000001276C,01,"10/1/2014 9:59:06 AM",359
00137A000001276C,01,"10/1/2014 9:59:56 AM",431
00137A000001276C,01,"10/1/2014 10:00:06 AM",436
00137A000001276C,01,"10/1/2014 10:00:16 AM",442
00137A000001276C,01,"10/1/2014 10:00:36 AM",572
00137A000001276C,01,"10/1/2014 10:00:46 AM",650
00137A000001276C,01,"10/1/2014 10:00:56 AM",380
00137A000001276C,01,"10/1/2014 10:01:06 AM",459
00137A000001276C,01,"10/1/2014 10:01:06 AM",459
00137A000001276C,01,"10/1/2014 10:01:16 AM",440
00137A000001276C,01,"10/1/2014 10:01:26 AM",807
00137A000001276C,01,"10/1/2014 10:01:36 AM",746
00137A000001276C,01,"10/1/2014 10:02:06 AM",733
00137A000001276C,01,"10/1/2014 10:02:26 AM",744
00137A000001276C,01,"10/1/2014 10:02:36 AM",696
00137A000001276C,01,"10/1/2014 10:02:46 AM",361
00137A000001276C,01,"10/1/2014 10:02:56 AM",585
00137A000001276C,01,"10/1/2014 10:03:06 AM",793
00137A000001276C,01,"10/1/2014 10:03:16 AM",478
00137A000001276C,01,"10/1/2014 10:03:26 AM",398
00137A000001276C,01,"10/1/2014 10:03:36 AM",388
00137A000001276C,01,"10/1/2014 10:03:46 AM",432
00137A000001276C,01,"10/1/2014 10:03:56 AM",423
00137A000001276C,01,"10/1/2014 10:04:36 AM",429
00137A000001276C,01,"10/1/2014 10:04:46 AM",445
00137A000001276C,01,"10/1/2014 10:05:06 AM",871
00137A000001276C,01,"10/1/2014 10:05:26 AM",515
00137A000001276C,01,"10/1/2014 10:05:36 AM",434
00137A000001276C,01,"10/1/2014 10:05:46 AM",416
00137A000001276C,01,"10/1/2014 10:05:46 AM",416
00137A000001276C,01,"10/1/2014 10:06:06 AM",452
00137A000001276C,01,"10/1/2014 10:06:16 AM",443
00137A000001276C,01,"10/1/2014 10:06:56 AM",467
00137A000001276C,01,"10/1/2014 10:07:06 AM",476
00137A000001276C,01,"10/1/2014 10:07:26 AM",638
00137A000001276C,01,"10/1/2014 10:07:26 AM",638
00137A000001276C,01,"10/1/2014 10:07:36 AM",398
00137A000001276C,01,"10/1/2014 10:07:46 AM",664
00137A000001276C,01,"10/1/2014 10:07:46 AM",664
00137A000001276C,01,"10/1/2014 10:07:56 AM",816
00137A000001276C,01,"10/1/2014 10:08:16 AM",353
00137A000001276C,01,"10/1/2014 10:08:26 AM",418
00137A000001276C,01,"10/1/2014 10:08:46 AM",423
00137A000001276C,01,"10/1/2014 10:08:56 AM",433
00137A000001276C,01,"10/1/2014 10:09:06 AM",461
00137A000001276C,01,"10/1/2014 10:09:16 AM",851
00137A000001276C,01,"10/1/2014 10:09:46 AM",792
00137A000001276C,01,"10/1/2014 10:09:56 AM",805
00137A000001276C,01,"10/1/2014 10:10:16 AM",673
00137A000001276C,01,"10/1/2014 10:10:26 AM",659
00137A000001276C,01,"10/1/2014 10:10:36 AM",504
00137A000001276C,01,"10/1/2014 10:11:06 AM",597
00137A000001276C,01,"10/1/2014 10:11:26 AM",664
00137A000001276C,01,"10/1/2014 10:11:46 AM",745
00137A000001276C,01,"10/1/2014 10:11:56 AM",842
00137A000001276C,01,"10/1/2014 10:11:56 AM",842
00137A000001276C,01,"10/1/2014 10:12:06 AM",682
00137A000001276C,01,"10/1/2014 10:12:16 AM",829
00137A000001276C,01,"10/1/2014 10:12:56 AM",771
00137A000001276C,01,"10/1/2014 10:13:06 AM",632
00137A000001276C,01,"10/1/2014 10:13:16 AM",443
00137A000001276C,01,"10/1/2014 10:13:26 AM",492
00137A000001276C,01,"10/1/2014 10:13:36 AM",404
00137A000001276C,01,"10/1/2014 10:13:46 AM",391
00137A000001276C,01,"10/1/2014 10:13:56 AM",418
00137A000001276C,01,"10/1/2014 10:14:06 AM",429
00137A000001276C,01,"10/1/2014 10:14:16 AM",442
00137A000001276C,01,"10/1/2014 10:14:26 AM",418
00137A000001276C,01,"10/1/2014 10:14:46 AM",411
00137A000001276C,01,"10/1/2014 10:15:16 AM",419
00137A000001276C,01,"10/1/2014 10:15:16 AM",419
00137A000001276C,01,"10/1/2014 10:15:26 AM",425
00137A000001276C,01,"10/1/2014 10:15:36 AM",442
00137A000001276C,01,"10/1/2014 10:15:46 AM",514
00137A000001276C,01,"10/1/2014 10:15:56 AM",487
00137A000001276C,01,"10/1/2014 10:16:06 AM",478
00137A000001276C,01,"10/1/2014 10:16:16 AM",517
00137A000001276C,01,"10/1/2014 10:16:26 AM",433
00137A000001276C,01,"10/1/2014 10:16:36 AM",422
00137A000001276C,01,"10/1/2014 10:16:56 AM",431
00137A000001276C,01,"10/1/2014 10:17:06 AM",445
00137A000001276C,01,"10/1/2014 10:17:16 AM",418
00137A000001276C,01,"10/1/2014 10:17:26 AM",437
00137A000001276C,01,"10/1/2014 10:17:36 AM",450
00137A000001276C,01,"10/1/2014 10:17:46 AM",481
00137A000001276C,01,"10/1/2014 10:17:56 AM",890
00137A000001276C,01,"10/1/2014 10:17:56 AM",890
00137A000001276C,01,"10/1/2014 10:18:06 AM",683
00137A000001276C,01,"10/1/2014 10:18:16 AM",428
00137A000001276C,01,"10/1/2014 10:18:26 AM",449
00137A000001276C,01,"10/1/2014 10:18:36 AM",467
00137A000001276C,01,"10/1/2014 10:18:56 AM",407
00137A000001276C,01,"10/1/2014 10:19:06 AM",413
00137A000001276C,01,"10/1/2014 10:19:16 AM",431
00137A000001276C,01,"10/1/2014 10:19:26 AM",461
00137A000001276C,01,"10/1/2014 10:19:46 AM",612
00137A000001276C,01,"10/1/2014 10:19:56 AM",755
00137A000001276C,01,"10/1/2014 10:20:06 AM",565
00137A000001276C,01,"10/1/2014 10:20:16 AM",496
00137A000001276C,01,"10/1/2014 10:20:26 AM",769
00137A000001276C,01,"10/1/2014 10:20:36 AM",740
00137A000001276C,01,"10/1/2014 10:20:46 AM",810
00137A000001276C,01,"10/1/2014 10:21:06 AM",798
00137A000001276C,01,"10/1/2014 10:21:16 AM",761
00137A000001276C,01,"10/1/2014 10:21:26 AM",814
00137A000001276C,01,"10/1/2014 10:21:36 AM",785
00137A000001276C,01,"10/1/2014 10:22:35 AM",774
00137A000001276C,01,"10/1/2014 10:23:05 AM",758
00137A000001276C,01,"10/1/2014 10:23:15 AM",773
00137A000001276C,01,"10/1/2014 10:23:55 AM",773
00137A000001276C,01,"10/1/2014 10:24:45 AM",798
00137A000001276C,01,"10/1/2014 10:25:44 AM",781
00137A000001276C,01,"10/1/2014 10:26:14 AM",806
00137A000001276C,01,"10/1/2014 10:26:44 AM",816
00137A000001276C,01,"10/1/2014 10:27:43 AM",806
00137A000001276C,01,"10/1/2014 10:28:33 AM",761
00137A000001276C,01,"10/1/2014 10:28:43 AM",825
00137A000001276C,01,"10/1/2014 10:29:42 AM",802
00137A000001276C,01,"10/1/2014 10:30:41 AM",802
00137A000001276C,01,"10/1/2014 10:31:40 AM",803
00137A000001276C,01,"10/1/2014 10:32:39 AM",798
00137A000001276C,01,"10/1/2014 10:33:19 AM",788
00137A000001276C,01,"10/1/2014 10:34:18 AM",787
00137A000001276C,01,"10/1/2014 10:35:17 AM",790
00137A000001276C,01,"10/1/2014 10:36:16 AM",788
00137A000001276C,01,"10/1/2014 10:36:56 AM",816
00137A000001276C,01,"10/1/2014 10:37:55 AM",820
00137A000001276C,01,"10/1/2014 10:38:54 AM",820
00137A000001276C,01,"10/1/2014 10:38:54 AM",820
00137A000001276C,01,"10/1/2014 10:39:04 AM",798
00137A000001276C,01,"10/1/2014 10:39:34 AM",785
00137A000001276C,01,"10/1/2014 10:40:04 AM",805
00137A000001276C,01,"10/1/2014 10:40:54 AM",818
00137A000001276C,01,"10/1/2014 10:41:04 AM",839
00137A000001276C,01,"10/1/2014 10:41:14 AM",404
00137A000001276C,01,"10/1/2014 10:41:24 AM",627
00137A000001276C,01,"10/1/2014 10:41:44 AM",818
00137A000001276C,01,"10/1/2014 10:42:04 AM",798
00137A000001276C,01,"10/1/2014 10:42:04 AM",798
00137A000001276C,01,"10/1/2014 10:43:03 AM",811
00137A000001276C,01,"10/1/2014 10:43:53 AM",822
00137A000001276C,01,"10/1/2014 10:44:43 AM",776
00137A000001276C,01,"10/1/2014 10:45:52 AM",838
00137A000001276C,01,"10/1/2014 10:46:32 AM",785
00137A000001276C,01,"10/1/2014 10:46:32 AM",785
00137A000001276C,01,"10/1/2014 10:46:42 AM",832
00137A000001276C,01,"10/1/2014 10:46:52 AM",798
00137A000001276C,01,"10/1/2014 10:47:02 AM",866
00137A000001276C,01,"10/1/2014 10:47:12 AM",547
00137A000001276C,01,"10/1/2014 10:47:32 AM",932
00137A000001276C,01,"10/1/2014 10:47:42 AM",860
00137A000001276C,01,"10/1/2014 10:48:12 AM",873
00137A000001276C,01,"10/1/2014 10:48:22 AM",846
00137A000001276C,01,"10/1/2014 10:49:02 AM",858
00137A000001276C,01,"10/1/2014 10:49:12 AM",871
00137A000001276C,01,"10/1/2014 10:50:11 AM",871
00137A000001276C,01,"10/1/2014 10:50:51 AM",884
00137A000001276C,01,"10/1/2014 10:51:41 AM",898
00137A000001276C,01,"10/1/2014 10:52:01 AM",843
00137A000001276C,01,"10/1/2014 10:52:11 AM",744
00137A000001276C,01,"10/1/2014 10:52:41 AM",792
00137A000001276C,01,"10/1/2014 10:53:01 AM",938
00137A000001276C,01,"10/1/2014 10:53:11 AM",796
00137A000001276C,01,"10/1/2014 10:53:21 AM",968
00137A000001276C,01,"10/1/2014 10:53:31 AM",915
00137A000001276C,01,"10/1/2014 10:53:41 AM",536
00137A000001276C,01,"10/1/2014 10:53:51 AM",789
00137A000001276C,01,"10/1/2014 10:54:01 AM",659
00137A000001276C,01,"10/1/2014 10:54:11 AM",424
00137A000001276C,01,"10/1/2014 10:54:21 AM",393
00137A000001276C,01,"10/1/2014 10:54:32 AM",401
00137A000001276C,01,"10/1/2014 10:54:41 AM",395
00137A000001276C,01,"10/1/2014 10:55:11 AM",405
00137A000001276C,01,"10/1/2014 10:55:21 AM",428
00137A000001276C,01,"10/1/2014 10:55:42 AM",434
00137A000001276C,01,"10/1/2014 10:55:51 AM",491
00137A000001276C,01,"10/1/2014 10:56:01 AM",500
00137A000001276C,01,"10/1/2014 10:56:11 AM",401
00137A000001276C,01,"10/1/2014 10:56:21 AM",387
00137A000001276C,01,"10/1/2014 10:56:42 AM",406
00137A000001276C,01,"10/1/2014 10:57:21 AM",411
00137A000001276C,01,"10/1/2014 10:57:31 AM",422
00137A000001276C,01,"10/1/2014 10:57:41 AM",449
00137A000001276C,01,"10/1/2014 10:58:02 AM",798
00137A000001276C,01,"10/1/2014 10:58:11 AM",904
00137A000001276C,01,"10/1/2014 10:58:21 AM",887
00137A000001276C,01,"10/1/2014 10:58:41 AM",850
00137A000001276C,01,"10/1/2014 10:58:51 AM",877
00137A000001276C,01,"10/1/2014 11:00:01 AM",879
00137A000001276C,01,"10/1/2014 11:00:11 AM",798
00137A000001276C,01,"10/1/2014 11:00:22 AM",681
00137A000001276C,01,"10/1/2014 11:00:31 AM",570
00137A000001276C,01,"10/1/2014 11:00:42 AM",685
00137A000001276C,01,"10/1/2014 11:00:42 AM",685
00137A000001276C,01,"10/1/2014 11:00:51 AM",871
00137A000001276C,01,"10/1/2014 11:01:02 AM",860
00137A000001276C,01,"10/1/2014 11:02:00 AM",851
00137A000001276C,01,"10/1/2014 11:02:59 AM",840
00137A000001276C,01,"10/1/2014 11:03:59 AM",835
00137A000001276C,01,"10/1/2014 11:05:57 AM",846
00137A000001276C,01,"10/1/2014 11:06:55 AM",856
00137A000001276C,01,"10/1/2014 11:07:54 AM",864
00137A000001276C,01,"10/1/2014 11:08:54 AM",869
00137A000001276C,01,"10/1/2014 11:10:43 AM",890
00137A000001276C,01,"10/1/2014 11:11:42 AM",888
00137A000001276C,01,"10/1/2014 11:12:12 AM",868
00137A000001276C,01,"10/1/2014 11:12:12 AM",868
00137A000001276C,01,"10/1/2014 11:12:32 AM",895
